industry,segment,year,month,date,employees,hours,earnings
mining and logging,total,2006,M03,3/1/06,669,42.7,22.8
mining and logging,total,2006,M04,4/1/06,679,42.9,23.4
mining and logging,total,2006,M05,5/1/06,681,42.6,23.45
mining and logging,total,2006,M06,6/1/06,686,42.7,23.61
mining and logging,total,2006,M07,7/1/06,690,43.1,23.71
mining and logging,total,2006,M08,8/1/06,693,42.3,23.49
mining and logging,total,2006,M09,9/1/06,694,42.4,23.9
mining and logging,total,2006,M10,10/1/06,699,42.3,24.27
mining and logging,total,2006,M11,11/1/06,701,42,24.95
mining and logging,total,2006,M12,12/1/06,705,42.7,24.53
mining and logging,total,2007,M01,1/1/07,706,42.5,24.61
mining and logging,total,2007,M02,2/1/07,711,43,24.93
mining and logging,total,2007,M03,3/1/07,715,43.3,24.87
mining and logging,total,2007,M04,4/1/07,719,44.8,24.93
mining and logging,total,2007,M05,5/1/07,721,44.2,24.92
mining and logging,total,2007,M06,6/1/07,725,44,25.03
mining and logging,total,2007,M07,7/1/07,728,44.2,24.83
mining and logging,total,2007,M08,8/1/07,727,44.1,24.7
mining and logging,total,2007,M09,9/1/07,726,44.5,24.93
mining and logging,total,2007,M10,10/1/07,727,44.2,24.74
mining and logging,total,2007,M11,11/1/07,735,44,24.94
mining and logging,total,2007,M12,12/1/07,740,44.2,25.1
mining and logging,total,2008,M01,1/1/08,746,43.6,25.4
mining and logging,total,2008,M02,2/1/08,748,43.8,24.91
mining and logging,total,2008,M03,3/1/08,755,44.8,26.42
mining and logging,total,2008,M04,4/1/08,755,43.3,25.02
mining and logging,total,2008,M05,5/1/08,761,43.6,25.38
mining and logging,total,2008,M06,6/1/08,766,43.9,25.81
mining and logging,total,2008,M07,7/1/08,770,43.4,26.38
mining and logging,total,2008,M08,8/1/08,778,43.7,26.76
mining and logging,total,2008,M09,9/1/08,782,42.9,26.63
mining and logging,total,2008,M10,10/1/08,781,44.1,26.58
mining and logging,total,2008,M11,11/1/08,776,44,27.53
mining and logging,total,2008,M12,12/1/08,771,43.2,27.31
mining and logging,total,2009,M01,1/1/09,761,43.1,27.43
mining and logging,total,2009,M02,2/1/09,749,42.8,27.45
mining and logging,total,2009,M03,3/1/09,728,42.5,27.64
mining and logging,total,2009,M04,4/1/09,710,41.8,27.57
mining and logging,total,2009,M05,5/1/09,693,41.5,27.52
mining and logging,total,2009,M06,6/1/09,686,41.8,27.39
mining and logging,total,2009,M07,7/1/09,678,41.9,27.24
mining and logging,total,2009,M08,8/1/09,670,42.2,27.38
mining and logging,total,2009,M09,9/1/09,665,42.2,27.15
mining and logging,total,2009,M10,10/1/09,661,41.8,27.29
mining and logging,total,2009,M11,11/1/09,664,42.5,27.02
mining and logging,total,2009,M12,12/1/09,663,42.3,26.98
mining and logging,total,2010,M01,1/1/10,667,43,27.06
mining and logging,total,2010,M02,2/1/10,674,42.9,27.1
mining and logging,total,2010,M03,3/1/10,682,43.3,27.08
mining and logging,total,2010,M04,4/1/10,687,43.7,27.23
mining and logging,total,2010,M05,5/1/10,697,43.9,27.38
mining and logging,total,2010,M06,6/1/10,702,43.2,27.36
mining and logging,total,2010,M07,7/1/10,708,43.7,27.57
mining and logging,total,2010,M08,8/1/10,716,44,27.57
mining and logging,total,2010,M09,9/1/10,723,43.4,27.76
mining and logging,total,2010,M10,10/1/10,731,43.7,27.59
mining and logging,total,2010,M11,11/1/10,736,42.8,27.72
mining and logging,total,2010,M12,12/1/10,734,44.1,27.63
mining and logging,total,2011,M01,1/1/11,736,44.3,27.91
mining and logging,total,2011,M02,2/1/11,739,44,28.01
mining and logging,total,2011,M03,3/1/11,754,44.4,28.08
mining and logging,total,2011,M04,4/1/11,768,44.6,28.33
mining and logging,total,2011,M05,5/1/11,778,44.8,28.17
mining and logging,total,2011,M06,6/1/11,790,44.6,27.85
mining and logging,total,2011,M07,7/1/11,801,44.3,27.89
mining and logging,total,2011,M08,8/1/11,804,44.1,28
mining and logging,total,2011,M09,9/1/11,814,44.6,28.05
mining and logging,total,2011,M10,10/1/11,820,45.5,28.16
mining and logging,total,2011,M11,11/1/11,824,43.8,28.26
mining and logging,total,2011,M12,12/1/11,831,44.6,28.44
mining and logging,total,2012,M01,1/1/12,840,44.7,28.05
mining and logging,total,2012,M02,2/1/12,845,44.6,28.63
mining and logging,total,2012,M03,3/1/12,849,44.1,28.69
mining and logging,total,2012,M04,4/1/12,850,43.7,28.86
mining and logging,total,2012,M05,5/1/12,855,44,28.46
mining and logging,total,2012,M06,6/1/12,854,44.4,28.78
mining and logging,total,2012,M07,7/1/12,851,43.8,29.02
mining and logging,total,2012,M08,8/1/12,851,43.4,28.73
mining and logging,total,2012,M09,9/1/12,846,43.2,28.93
mining and logging,total,2012,M10,10/1/12,837,43.4,28.57
mining and logging,total,2012,M11,11/1/12,843,43.2,28.88
mining and logging,total,2012,M12,12/1/12,848,43.2,29.2
mining and logging,total,2013,M01,1/1/13,851,42.6,29.21
mining and logging,total,2013,M02,2/1/13,858,43.4,29.03
mining and logging,total,2013,M03,3/1/13,859,43.4,29.15
mining and logging,total,2013,M04,4/1/13,857,43.8,29.3
mining and logging,total,2013,M05,5/1/13,862,44.2,29.44
mining and logging,total,2013,M06,6/1/13,865,44.1,29.65
mining and logging,total,2013,M07,7/1/13,862,44.3,29.71
mining and logging,total,2013,M08,8/1/13,864,44.1,29.9
mining and logging,total,2013,M09,9/1/13,868,44.3,29.99
mining and logging,total,2013,M10,10/1/13,870,44.2,30.44
mining and logging,total,2013,M11,11/1/13,869,44.9,30.66
mining and logging,total,2013,M12,12/1/13,866,44.6,30.49
mining and logging,total,2014,M01,1/1/14,871,44.4,30.5
mining and logging,total,2014,M02,2/1/14,875,44.8,30.6
mining and logging,total,2014,M03,3/1/14,879,45.1,30.56
mining and logging,total,2014,M04,4/1/14,886,45,30.82
mining and logging,total,2014,M05,5/1/14,887,44.5,30.91
mining and logging,total,2014,M06,6/1/14,892,45.1,30.86
mining and logging,total,2014,M07,7/1/14,897,44.8,30.9
mining and logging,total,2014,M08,8/1/14,898,45,30.93
mining and logging,total,2014,M09,9/1/14,903,44.7,30.88
mining and logging,total,2014,M10,10/1/14,901,44.9,30.8
mining and logging,total,2014,M11,11/1/14,900,44.9,30.82
mining and logging,total,2014,M12,12/1/14,896,45.1,30.82
mining and logging,total,2015,M01,1/1/15,888,45.1,30.51
mining and logging,total,2015,M02,2/1/15,875,44.3,30.67
mining and logging,total,2015,M03,3/1/15,859,43.9,30.83
mining and logging,total,2015,M04,4/1/15,843,43.7,30.7
mining and logging,total,2015,M05,5/1/15,820,43.6,31.16
mining and logging,total,2015,M06,6/1/15,816,43.7,31.03
mining and logging,total,2015,M07,7/1/15,805,43.9,31.18
mining and logging,total,2015,M08,8/1/15,794,43.7,31.41
mining and logging,total,2015,M09,9/1/15,779,44.1,31.52
mining and logging,total,2015,M10,10/1/15,771,44,31.43
mining and logging,total,2015,M11,11/1/15,756,44.1,31.68
mining and logging,total,2015,M12,12/1/15,746,44.3,31.47
mining and logging,total,2016,M01,1/1/16,732,43.9,31.79
mining and logging,total,2016,M02,2/1/16,711,43.2,31.82
mining and logging,total,2016,M03,3/1/16,691,42.9,31.97
mining and logging,total,2016,M04,4/1/16,677,42.9,31.98
mining and logging,total,2016,M05,5/1/16,666,43,32.1
mining and logging,total,2016,M06,6/1/16,656,42.9,32.08
mining and logging,total,2016,M07,7/1/16,651,43.2,31.98
mining and logging,total,2016,M08,8/1/16,647,43.6,31.63
mining and logging,total,2016,M09,9/1/16,645,43.7,31.83
mining and logging,total,2016,M10,10/1/16,644,43.8,31.98
mining and logging,total,2016,M11,11/1/16,647,43.8,31.9
mining and logging,total,2016,M12,12/1/16,649,43.7,32.04
mining and logging,total,2017,M01,1/1/17,648,44.2,33.14
mining and logging,total,2017,M02,2/1/17,655,44.4,32.18
mining and logging,total,2017,M03,3/1/17,659,45.1,32.07
mining and logging,total,2017,M04,4/1/17,670,44.9,31.84
mining and logging,total,2017,M05,5/1/17,675,45.4,31.83
mining and logging,total,2017,M06,6/1/17,678,45,31.83
mining and logging,total,2017,M07,7/1/17,681,45.6,32.12
mining and logging,total,2017,M08,8/1/17,685,45.1,32.01
mining and logging,total,2017,M09,9/1/17,687,45.4,31.89
mining and logging,total,2017,M10,10/1/17,688,45.3,31.96
mining and logging,total,2017,M11,11/1/17,693,45.7,32.08
mining and logging,total,2017,M12,12/1/17,692,45.6,32.18
mining and logging,total,2018,M01,1/1/18,698,45.5,32.39
mining and logging,total,2018,M02,2/1/18,705,45.9,32.26
mining and logging,total,2018,M03,3/1/18,712,45.8,32.49
mining and logging,total,2018,M04,4/1/18,721,46.1,32.39
mining and logging,total,2018,M05,5/1/18,726,46.2,32.27
mining and logging,total,2018,M06,6/1/18,732,46.4,32.43
mining and logging,total,2018,M07,7/1/18,732,46.1,32.34
mining and logging,total,2018,M08,8/1/18,740,46.1,32.56
mining and logging,total,2018,M09,9/1/18,741,46,32.78
mining and logging,total,2018,M10,10/1/18,744,46,32.54
mining and logging,total,2018,M11,11/1/18,737,46,32.7
mining and logging,total,2018,M12,12/1/18,741,46.2,32.68
mining and logging,total,2019,M01,1/1/19,743,46.4,32.84
mining and logging,total,2019,M02,2/1/19,739,46.2,32.99
mining and logging,total,2019,M03,3/1/19,737,46.6,33.02
mining and logging,total,2019,M04,4/1/19,738,46.5,33.28
mining and logging,total,2019,M05,5/1/19,738,46.5,33.39
mining and logging,total,2019,M06,6/1/19,735,46.5,33.56
mining and logging,total,2019,M07,7/1/19,730,46.3,33.92
mining and logging,total,2019,M08,8/1/19,723,46.3,33.98
mining and logging,total,2019,M09,9/1/19,720,46.3,34.19
mining and logging,total,2019,M10,10/1/19,721,46.2,34.47
mining and logging,total,2019,M11,11/1/19,707,45.8,34.35
mining and logging,total,2019,M12,12/1/19,693,45.8,34.39
mining and logging,total,2020,M01,1/1/20,684,45.6,34.32
mining and logging,total,2020,M02,2/1/20,686,45.4,34.52
mining and logging,total,2020,M03,3/1/20,673,44.9,34.48
mining and logging,total,2020,M04,4/1/20,615,42.8,34.72
mining and logging,total,2020,M05,5/1/20,595,43.1,34.85
mining and logging,total,2020,M06,6/1/20,581,43.5,34.87
mining and logging,total,2020,M07,7/1/20,570,44,34.69
mining and logging,total,2020,M08,8/1/20,563,44.3,34.55
mining and logging,total,2020,M09,9/1/20,561,44.3,34.68
mining and logging,total,2020,M10,10/1/20,556,44.7,34.63
mining and logging,total,2020,M11,11/1/20,554,45,34.29
mining and logging,total,2020,M12,12/1/20,554,44.9,34.45
mining and logging,total,2021,M01,1/1/21,546,45.4,34.41
mining and logging,total,2021,M02,2/1/21,542,44.8,34.53
mining and logging,total,2021,M03,3/1/21,551,45.6,34.3
mining and logging,total,2021,M04,4/1/21,554,45.2,34.72
mining and logging,total,2021,M05,5/1/21,560,45.1,34.71
mining and logging,total,2021,M06,6/1/21,566,45.3,34.79
mining and logging,total,2021,M07,7/1/21,569,45.1,35.06
mining and logging,total,2021,M08,8/1/21,574,44.7,35.25
mining and logging,total,2021,M09,9/1/21,576,45.4,35.25
mining and logging,total,2021,M10,10/1/21,578,44.8,35.3
mining and logging,total,2021,M11,11/1/21,582,45,35.58
mining and logging,total,2021,M12,12/1/21,590,44.9,35.66
mining and logging,total,2022,M01,1/1/22,590,44.5,35.9
mining and logging,total,2022,M02,2/1/22,600,45.2,35.77
mining and logging,total,2022,M03,3/1/22,605,45.8,35.73
mining and logging,total,2022,M04,4/1/22,613,45.1,35.39
mining and logging,total,2022,M05,5/1/22,618,46,35.7
construction,total,2006,M03,3/1/06,7689,37.5,21.85
construction,total,2006,M04,4/1/06,7726,38.1,22.05
construction,total,2006,M05,5/1/06,7713,37.7,22.03
construction,total,2006,M06,6/1/06,7699,37.8,22.21
construction,total,2006,M07,7/1/06,7712,37.8,22.29
construction,total,2006,M08,8/1/06,7720,37.8,22.25
construction,total,2006,M09,9/1/06,7718,37.7,22.41
construction,total,2006,M10,10/1/06,7682,37.9,22.53
construction,total,2006,M11,11/1/06,7666,37.8,22.5
construction,total,2006,M12,12/1/06,7685,38.4,22.51
construction,total,2007,M01,1/1/07,7725,37.9,22.59
construction,total,2007,M02,2/1/07,7626,37.5,22.66
construction,total,2007,M03,3/1/07,7706,38,22.72
construction,total,2007,M04,4/1/07,7686,37.9,22.83
construction,total,2007,M05,5/1/07,7673,38.2,22.98
construction,total,2007,M06,6/1/07,7687,38,23.02
construction,total,2007,M07,7/1/07,7660,37.9,23.1
construction,total,2007,M08,8/1/07,7610,37.8,23.13
construction,total,2007,M09,9/1/07,7577,38.1,23.21
construction,total,2007,M10,10/1/07,7565,38,23.18
construction,total,2007,M11,11/1/07,7523,38.2,23.32
construction,total,2007,M12,12/1/07,7490,38.2,23.43
construction,total,2008,M01,1/1/08,7476,38.2,23.42
construction,total,2008,M02,2/1/08,7453,38.1,23.51
construction,total,2008,M03,3/1/08,7406,38.2,23.58
construction,total,2008,M04,4/1/08,7327,38.1,23.63
construction,total,2008,M05,5/1/08,7274,37.9,23.82
construction,total,2008,M06,6/1/08,7213,38,23.89
construction,total,2008,M07,7/1/08,7160,37.8,23.98
construction,total,2008,M08,8/1/08,7114,37.8,24.21
construction,total,2008,M09,9/1/08,7044,37.4,24.23
construction,total,2008,M10,10/1/08,6967,37.5,24.25
construction,total,2008,M11,11/1/08,6813,37.3,24.41
construction,total,2008,M12,12/1/08,6701,37.2,24.56
construction,total,2009,M01,1/1/09,6567,37.3,24.56
construction,total,2009,M02,2/1/09,6446,37.4,24.6
construction,total,2009,M03,3/1/09,6291,37.2,24.76
construction,total,2009,M04,4/1/09,6154,37.2,24.8
construction,total,2009,M05,5/1/09,6100,37.3,24.77
construction,total,2009,M06,6/1/09,6010,37.2,24.85
construction,total,2009,M07,7/1/09,5932,37.4,24.85
construction,total,2009,M08,8/1/09,5855,37.4,24.89
construction,total,2009,M09,9/1/09,5787,37.5,24.88
construction,total,2009,M10,10/1/09,5716,36.4,25.01
construction,total,2009,M11,11/1/09,5696,37.5,25.03
construction,total,2009,M12,12/1/09,5654,37,24.99
construction,total,2010,M01,1/1/10,5580,37.5,25.12
construction,total,2010,M02,2/1/10,5500,36.5,25.25
construction,total,2010,M03,3/1/10,5537,37.3,25.17
construction,total,2010,M04,4/1/10,5553,38.1,25.1
construction,total,2010,M05,5/1/10,5520,37.7,25.15
construction,total,2010,M06,6/1/10,5516,37.7,25.12
construction,total,2010,M07,7/1/10,5508,37.8,25.17
construction,total,2010,M08,8/1/10,5524,38,25.17
construction,total,2010,M09,9/1/10,5501,39.1,25.19
construction,total,2010,M10,10/1/10,5508,38.2,25.31
construction,total,2010,M11,11/1/10,5506,38.2,25.31
construction,total,2010,M12,12/1/10,5467,38,25.35
construction,total,2011,M01,1/1/11,5427,37.6,25.46
construction,total,2011,M02,2/1/11,5451,37.8,25.44
construction,total,2011,M03,3/1/11,5477,37.9,25.34
construction,total,2011,M04,4/1/11,5485,38.1,25.38
construction,total,2011,M05,5/1/11,5516,38.5,25.35
construction,total,2011,M06,6/1/11,5528,38.4,25.35
construction,total,2011,M07,7/1/11,5547,38.5,25.36
construction,total,2011,M08,8/1/11,5552,38.3,25.46
construction,total,2011,M09,9/1/11,5584,38.5,25.49
construction,total,2011,M10,10/1/11,5588,38.3,25.49
construction,total,2011,M11,11/1/11,5593,38.3,25.44
construction,total,2011,M12,12/1/11,5611,38.5,25.49
construction,total,2012,M01,1/1/12,5626,38.6,25.5
construction,total,2012,M02,2/1/12,5629,38.5,25.55
construction,total,2012,M03,3/1/12,5625,38.7,25.66
construction,total,2012,M04,4/1/12,5618,38.7,25.65
construction,total,2012,M05,5/1/12,5604,38.5,25.69
construction,total,2012,M06,6/1/12,5621,38.5,25.71
construction,total,2012,M07,7/1/12,5632,38.4,25.75
construction,total,2012,M08,8/1/12,5648,38.5,25.77
construction,total,2012,M09,9/1/12,5661,38.8,25.86
construction,total,2012,M10,10/1/12,5674,38.8,25.84
construction,total,2012,M11,11/1/12,5684,38.8,25.95
construction,total,2012,M12,12/1/12,5724,39.1,25.95
construction,total,2013,M01,1/1/13,5746,39,25.96
construction,total,2013,M02,2/1/13,5784,39.1,26.03
construction,total,2013,M03,3/1/13,5802,39,25.98
construction,total,2013,M04,4/1/13,5796,38.9,26.03
construction,total,2013,M05,5/1/13,5829,39.1,26.04
construction,total,2013,M06,6/1/13,5855,38.9,26.09
construction,total,2013,M07,7/1/13,5859,38.7,26.17
construction,total,2013,M08,8/1/13,5878,38.9,26.19
construction,total,2013,M09,9/1/13,5910,38.9,26.17
construction,total,2013,M10,10/1/13,5931,38.7,26.18
construction,total,2013,M11,11/1/13,5963,39,26.25
construction,total,2013,M12,12/1/13,5932,38.7,26.38
construction,total,2014,M01,1/1/14,5985,38.6,26.41
construction,total,2014,M02,2/1/14,6007,38.3,26.76
construction,total,2014,M03,3/1/14,6038,39.2,26.48
construction,total,2014,M04,4/1/14,6084,38.9,26.56
construction,total,2014,M05,5/1/14,6109,38.9,26.61
construction,total,2014,M06,6/1/14,6133,39,26.67
construction,total,2014,M07,7/1/14,6178,39.2,26.66
construction,total,2014,M08,8/1/14,6210,39.1,26.73
construction,total,2014,M09,9/1/14,6242,39.1,26.81
construction,total,2014,M10,10/1/14,6259,39,26.86
construction,total,2014,M11,11/1/14,6272,39.1,26.92
construction,total,2014,M12,12/1/14,6293,39.1,26.87
construction,total,2015,M01,1/1/15,6320,39,27.07
construction,total,2015,M02,2/1/15,6361,39.5,27.12
construction,total,2015,M03,3/1/15,6334,39.2,27.24
construction,total,2015,M04,4/1/15,6392,39,27.28
construction,total,2015,M05,5/1/15,6427,38.9,27.32
construction,total,2015,M06,6/1/15,6441,39.2,27.34
construction,total,2015,M07,7/1/15,6472,39.1,27.36
construction,total,2015,M08,8/1/15,6490,39.3,27.44
construction,total,2015,M09,9/1/15,6508,38.8,27.35
construction,total,2015,M10,10/1/15,6547,39.4,27.52
construction,total,2015,M11,11/1/15,6598,39.1,27.67
construction,total,2015,M12,12/1/15,6630,39.6,27.62
construction,total,2016,M01,1/1/16,6631,39.3,27.66
construction,total,2016,M02,2/1/16,6640,39,27.75
construction,total,2016,M03,3/1/16,6678,38.9,27.87
construction,total,2016,M04,4/1/16,6702,39.1,27.97
construction,total,2016,M05,5/1/16,6689,39,28.08
construction,total,2016,M06,6/1/16,6701,39.1,28.12
construction,total,2016,M07,7/1/16,6735,39.1,28.2
construction,total,2016,M08,8/1/16,6736,39,28.2
construction,total,2016,M09,9/1/16,6768,39.2,28.21
construction,total,2016,M10,10/1/16,6799,39.2,28.42
construction,total,2016,M11,11/1/16,6823,39.2,28.35
construction,total,2016,M12,12/1/16,6818,39.1,28.43
construction,total,2017,M01,1/1/17,6840,38.9,28.55
construction,total,2017,M02,2/1/17,6881,39,28.5
construction,total,2017,M03,3/1/17,6902,38.9,28.64
construction,total,2017,M04,4/1/17,6916,39.1,28.59
construction,total,2017,M05,5/1/17,6931,39.2,28.73
construction,total,2017,M06,6/1/17,6962,39.1,28.9
construction,total,2017,M07,7/1/17,6968,39,28.95
construction,total,2017,M08,8/1/17,7002,39,28.97
construction,total,2017,M09,9/1/17,7013,39,29.13
construction,total,2017,M10,10/1/17,7031,39.2,29.11
construction,total,2017,M11,11/1/17,7068,39.5,29.21
construction,total,2017,M12,12/1/17,7091,39.1,29.29
construction,total,2018,M01,1/1/18,7102,38.8,29.4
construction,total,2018,M02,2/1/18,7186,39.3,29.54
construction,total,2018,M03,3/1/18,7195,39.2,29.52
construction,total,2018,M04,4/1/18,7223,39.4,29.66
construction,total,2018,M05,5/1/18,7271,39.5,29.7
construction,total,2018,M06,6/1/18,7291,39.2,29.77
construction,total,2018,M07,7/1/18,7316,39.4,29.94
construction,total,2018,M08,8/1/18,7345,39.1,30.01
construction,total,2018,M09,9/1/18,7366,39,30.2
construction,total,2018,M10,10/1/18,7380,38.9,30.25
construction,total,2018,M11,11/1/18,7379,38.9,30.28
construction,total,2018,M12,12/1/18,7396,39.3,30.47
construction,total,2019,M01,1/1/19,7434,39.7,30.34
construction,total,2019,M02,2/1/19,7402,38.8,30.43
construction,total,2019,M03,3/1/19,7427,39.3,30.54
construction,total,2019,M04,4/1/19,7470,39.1,30.65
construction,total,2019,M05,5/1/19,7484,39.1,30.71
construction,total,2019,M06,6/1/19,7510,39.4,30.72
construction,total,2019,M07,7/1/19,7522,39.1,30.72
construction,total,2019,M08,8/1/19,7527,39.3,30.87
construction,total,2019,M09,9/1/19,7540,39.8,30.89
construction,total,2019,M10,10/1/19,7543,39.3,31
construction,total,2019,M11,11/1/19,7536,39,31.13
construction,total,2019,M12,12/1/19,7529,38.9,31.17
construction,total,2020,M01,1/1/20,7577,39.1,31.19
construction,total,2020,M02,2/1/20,7624,39.4,31.38
construction,total,2020,M03,3/1/20,7549,39,31.41
construction,total,2020,M04,4/1/20,6516,37.8,31.35
construction,total,2020,M05,5/1/20,7007,38.9,31.46
construction,total,2020,M06,6/1/20,7166,38.9,31.61
construction,total,2020,M07,7/1/20,7198,39,31.74
construction,total,2020,M08,8/1/20,7222,39,31.83
construction,total,2020,M09,9/1/20,7243,38.9,31.8
construction,total,2020,M10,10/1/20,7295,38.9,31.84
construction,total,2020,M11,11/1/20,7313,39,31.95
construction,total,2020,M12,12/1/20,7357,39.1,32.05
construction,total,2021,M01,1/1/21,7360,39.2,32.16
construction,total,2021,M02,2/1/21,7308,38.5,32.27
construction,total,2021,M03,3/1/21,7408,39.4,32.24
construction,total,2021,M04,4/1/21,7393,39,32.56
construction,total,2021,M05,5/1/21,7381,39,32.74
construction,total,2021,M06,6/1/21,7378,38.7,32.85
construction,total,2021,M07,7/1/21,7395,38.8,32.94
construction,total,2021,M08,8/1/21,7397,38.8,33.08
construction,total,2021,M09,9/1/21,7427,39.5,33.22
construction,total,2021,M10,10/1/21,7455,38.8,33.41
construction,total,2021,M11,11/1/21,7502,39,33.44
construction,total,2021,M12,12/1/21,7546,39.2,33.62
construction,total,2022,M01,1/1/22,7552,38.8,33.87
construction,total,2022,M02,2/1/22,7606,39.5,33.97
construction,total,2022,M03,3/1/22,7628,38.7,34.14
construction,total,2022,M04,4/1/22,7628,38.8,34.34
construction,total,2022,M05,5/1/22,7664,39,34.56
manufacturing durable goods,total,2006,M03,3/1/06,9000,40.3,21.64
manufacturing durable goods,total,2006,M04,4/1/06,9020,40.3,21.75
manufacturing durable goods,total,2006,M05,5/1/06,9017,40.5,21.63
manufacturing durable goods,total,2006,M06,6/1/06,9028,40.5,21.75
manufacturing durable goods,total,2006,M07,7/1/06,9008,40.5,21.9
manufacturing durable goods,total,2006,M08,8/1/06,8992,40.3,21.9
manufacturing durable goods,total,2006,M09,9/1/06,8972,40.4,22
manufacturing durable goods,total,2006,M10,10/1/06,8945,40.4,22.13
manufacturing durable goods,total,2006,M11,11/1/06,8918,40.2,22.15
manufacturing durable goods,total,2006,M12,12/1/06,8913,40.3,22.23
manufacturing durable goods,total,2007,M01,1/1/07,8890,40.3,22.19
manufacturing durable goods,total,2007,M02,2/1/07,8889,40.1,22.31
manufacturing durable goods,total,2007,M03,3/1/07,8871,40.3,22.29
manufacturing durable goods,total,2007,M04,4/1/07,8860,40.4,22.41
manufacturing durable goods,total,2007,M05,5/1/07,8846,40.4,22.43
manufacturing durable goods,total,2007,M06,6/1/07,8830,40.4,22.55
manufacturing durable goods,total,2007,M07,7/1/07,8815,40.4,22.58
manufacturing durable goods,total,2007,M08,8/1/07,8778,40.3,22.65
manufacturing durable goods,total,2007,M09,9/1/07,8752,40.3,22.69
manufacturing durable goods,total,2007,M10,10/1/07,8727,40.2,22.61
manufacturing durable goods,total,2007,M11,11/1/07,8724,40.3,22.7
manufacturing durable goods,total,2007,M12,12/1/07,8707,40.3,22.82
manufacturing durable goods,total,2008,M01,1/1/08,8693,40.3,22.73
manufacturing durable goods,total,2008,M02,2/1/08,8673,40.3,22.91
manufacturing durable goods,total,2008,M03,3/1/08,8646,40.5,23.01
manufacturing durable goods,total,2008,M04,4/1/08,8597,40.3,23
manufacturing durable goods,total,2008,M05,5/1/08,8579,40.3,23.16
manufacturing durable goods,total,2008,M06,6/1/08,8542,40.3,23.29
manufacturing durable goods,total,2008,M07,7/1/08,8488,40.1,23.27
manufacturing durable goods,total,2008,M08,8/1/08,8430,40.2,23.37
manufacturing durable goods,total,2008,M09,9/1/08,8372,39.8,23.42
manufacturing durable goods,total,2008,M10,10/1/08,8275,39.9,23.63
manufacturing durable goods,total,2008,M11,11/1/08,8193,39.5,23.83
manufacturing durable goods,total,2008,M12,12/1/08,8065,39.3,23.88
manufacturing durable goods,total,2009,M01,1/1/09,7832,39.1,24.06
manufacturing durable goods,total,2009,M02,2/1/09,7699,39.1,24.27
manufacturing durable goods,total,2009,M03,3/1/09,7577,38.6,24.41
manufacturing durable goods,total,2009,M04,4/1/09,7428,38.8,24.5
manufacturing durable goods,total,2009,M05,5/1/09,7289,38.6,24.5
manufacturing durable goods,total,2009,M06,6/1/09,7182,38.8,24.54
manufacturing durable goods,total,2009,M07,7/1/09,7146,39,24.67
manufacturing durable goods,total,2009,M08,8/1/09,7113,39.2,24.65
manufacturing durable goods,total,2009,M09,9/1/09,7084,39.4,24.69
manufacturing durable goods,total,2009,M10,10/1/09,7044,39.4,24.67
manufacturing durable goods,total,2009,M11,11/1/09,7020,39.8,24.73
manufacturing durable goods,total,2009,M12,12/1/09,6999,39.8,24.69
manufacturing durable goods,total,2010,M01,1/1/10,6989,40.1,24.69
manufacturing durable goods,total,2010,M02,2/1/10,6985,39.8,24.76
manufacturing durable goods,total,2010,M03,3/1/10,6996,40.2,24.68
manufacturing durable goods,total,2010,M04,4/1/10,7026,40.4,24.7
manufacturing durable goods,total,2010,M05,5/1/10,7053,40.7,24.79
manufacturing durable goods,total,2010,M06,6/1/10,7072,40.4,24.71
manufacturing durable goods,total,2010,M07,7/1/10,7083,40.6,24.83
manufacturing durable goods,total,2010,M08,8/1/10,7090,40.5,24.88
manufacturing durable goods,total,2010,M09,9/1/10,7105,40.7,24.89
manufacturing durable goods,total,2010,M10,10/1/10,7109,40.7,24.96
manufacturing durable goods,total,2010,M11,11/1/10,7125,40.7,24.91
manufacturing durable goods,total,2010,M12,12/1/10,7137,40.8,24.98
manufacturing durable goods,total,2011,M01,1/1/11,7168,40.6,25.13
manufacturing durable goods,total,2011,M02,2/1/11,7195,40.8,25
manufacturing durable goods,total,2011,M03,3/1/11,7214,40.9,25.06
manufacturing durable goods,total,2011,M04,4/1/11,7240,40.7,25.11
manufacturing durable goods,total,2011,M05,5/1/11,7257,40.9,25.2
manufacturing durable goods,total,2011,M06,6/1/11,7275,40.8,25.19
manufacturing durable goods,total,2011,M07,7/1/11,7289,40.8,25.28
manufacturing durable goods,total,2011,M08,8/1/11,7303,40.7,25.22
manufacturing durable goods,total,2011,M09,9/1/11,7313,40.7,25.25
manufacturing durable goods,total,2011,M10,10/1/11,7330,41,25.41
manufacturing durable goods,total,2011,M11,11/1/11,7331,40.8,25.22
manufacturing durable goods,total,2011,M12,12/1/11,7368,41,25.27
manufacturing durable goods,total,2012,M01,1/1/12,7398,41.2,25.29
manufacturing durable goods,total,2012,M02,2/1/12,7420,41.2,25.26
manufacturing durable goods,total,2012,M03,3/1/12,7446,41.1,25.26
manufacturing durable goods,total,2012,M04,4/1/12,7461,41.1,25.32
manufacturing durable goods,total,2012,M05,5/1/12,7471,41,25.15
manufacturing durable goods,total,2012,M06,6/1/12,7480,41.1,25.24
manufacturing durable goods,total,2012,M07,7/1/12,7503,41,25.29
manufacturing durable goods,total,2012,M08,8/1/12,7492,40.8,25.3
manufacturing durable goods,total,2012,M09,9/1/12,7483,40.9,25.35
